customer_id,customer_city,signup_date
1018,Zarqa,2024-03-16
1019,Salt,2023-07-04
1020,Amman,2023-10-28
1021,Aqaba,2023-04-16
1022,Amman,2023-12-02
1023,Salt,2023-11-10
1024,Mafraq,2024-09-09
1025,Salt,2023-06-20
1026,Irbid,2023-12-26
1027,Karak,2023-02-13
1028,Karak,2024-09-21
1029,Amman,2023-10-09
1030,Madaba,2023-02-28
1031,Amman,2024-11-18
1032,Zarqa,2024-02-20
1033,Amman,2024-06-09
1034,Amman,2023-02-01
1035,Amman,2024-09-14
1036,Aqaba,2023-02-05
1037,Amman,2023-03-10
1038,Aqaba,2024-10-22
1039,Amman,2024-01-06
1040,Amman,2024-08-03
1041,Irbid,2024-09-11
1042,Madaba,2024-11-26
1043,Amman,2024-01-15
1044,Zarqa,2024-03-30
1045,Karak,2024-08-10
1046,Zarqa,2024-06-26
1047,Amman,2024-02-12
1048,Amman,2024-10-27
1049,Karak,2023-09-13
1050,Amman,2023-01-27
1051,Karak,2024-05-26
1052,Irbid,2024-02-01
1053,Salt,2023-05-01
1054,Madaba,2023-09-24
1055,Mafraq,2023-08-08
1056,Amman,2023-10-20
1057,Aqaba,2023-07-24
1058,Amman,2023-05-19
1059,Irbid,2024-04-07
1060,Zarqa,2024-03-31
1061,Karak,2024-11-29
1062,Mafraq,2024-11-14
1063,Aqaba,2024-12-27
1064,Amman,2024-07-17
1065,Irbid,2023-10-25
1066,Aqaba,2023-06-11
1067,Amman,2023-06-28
1068,Amman,2024-06-04
1069,Amman,2023-05-05
1070,Amman,2023-05-23
1071,Amman,2024-05-20
1072,Amman,2024-01-05
1073,Amman,2024-08-09
1074,Amman,2024-04-23
1075,Mafraq,2023-05-13
1076,Irbid,2023-03-30
1077,Amman,2023-11-13
1078,Zarqa,2024-05-05
1079,Amman,2024-02-25
1080,Salt,2024-08-11
1081,Madaba,2023-05-09
1082,Amman,2024-10-19
1083,Amman,2024-04-05
1084,Karak,2024-11-27
1085,Salt,2023-12-19
1086,Irbid,2024-07-18
1087,Zarqa,2024-08-24
1088,Amman,2023-05-13
1089,Mafraq,2024-05-29
1090,Amman,2023-05-08
1091,Salt,2023-06-06
1092,Zarqa,2023-06-18
1093,Zarqa,2023-11-27
1094,Irbid,2023-12-21
1095,Amman,2023-10-18
1096,Amman,2023-09-14
1097,Amman,2024-10-12
1098,Amman,2023-10-09
1099,Aqaba,2024-10-02
1100,Amman,2024-09-21
1101,Amman,2023-04-06
1102,Mafraq,2024-10-18
1103,Karak,2024-08-29
1104,Salt,2023-06-07
1105,Mafraq,2024-11-05
1106,Amman,2024-09-11
1107,Amman,2024-07-31
1108,Aqaba,2023-01-30
1109,Aqaba,2023-02-16
1110,Amman,2024-08-13
1111,Madaba,2024-10-28
1112,Amman,2024-08-08
1113,Amman,2024-09-24
1114,Irbid,2023-02-01
1115,Zarqa,2024-10-04
1116,Zarqa,2023-10-24
1117,Amman,2023-11-06
1118,Karak,2023-09-08
1119,Amman,2023-11-01
1120,Amman,2023-03-16
1121,Karak,2023-06-11
1122,Mafraq,2024-03-01
1123,Karak,2024-04-20
1124,Madaba,2023-12-15
1125,Zarqa,2023-05-28
1126,Irbid,2023-11-23
1127,Amman,2024-02-13
1128,Amman,2024-01-15
1129,Amman,2024-07-29
1130,Amman,2023-11-23
1131,Aqaba,2024-04-22
1132,Irbid,2023-10-01
1133,Amman,2023-09-11
1134,Amman,2023-04-10
1135,Zarqa,2023-10-25
1136,Amman,2024-09-22
1137,Karak,2023-09-12
1138,Irbid,2023-12-02
1139,Irbid,2023-11-17
1140,Zarqa,2023-06-13
1141,Madaba,2024-06-11
1142,Amman,2024-05-25
1143,Zarqa,2024-05-24
1144,Zarqa,2023-04-03
1145,Amman,2024-06-01
1146,Karak,2023-09-04
1147,Madaba,2024-08-20
1148,Zarqa,2023-02-19
1149,Karak,2023-10-16
1150,Karak,2024-09-03
1151,Aqaba,2024-11-19
1152,Madaba,2023-10-20
1153,Aqaba,2023-01-09
1154,Zarqa,2024-03-17
1155,Zarqa,2023-09-28
1156,Aqaba,2024-02-17
1157,Amman,2023-02-16
1158,Karak,2023-02-22
1159,Karak,2024-07-29
1160,Amman,2024-01-07
1161,Madaba,2023-10-23
1162,Amman,2024-01-31
1163,Amman,2024-04-06
1164,Aqaba,2023-10-14
1165,Amman,2024-11-27
1166,Madaba,2023-05-02
1167,Madaba,2023-04-10
1168,Irbid,2024-01-18
1169,Amman,2024-07-25
1170,Amman,2023-05-28
1171,Zarqa,2024-09-08
1172,Mafraq,2024-02-16
1173,Zarqa,2023-02-11
1174,Amman,2023-02-09
1175,Zarqa,2023-12-08
1176,Irbid,2024-06-15
1177,Aqaba,2023-06-02
1178,Amman,2024-06-11
1179,Aqaba,2023-12-02
1180,Irbid,2023-11-23
1181,Mafraq,2024-02-07
1182,Amman,2023-11-03
1183,Zarqa,2023-12-11
1184,Salt,2024-06-05
1185,Amman,2024-05-16
1186,Salt,2023-11-03
1187,Zarqa,2023-01-18
1188,Amman,2023-12-06
1189,Amman,2024-03-02
1190,Aqaba,2023-11-12
1191,Amman,2023-01-28
1192,Zarqa,2024-04-30
1193,Amman,2024-11-02
1194,Zarqa,2024-08-14
1195,Amman,2023-02-22
1196,Karak,2024-05-06
1197,Mafraq,2024-06-20
1198,Mafraq,2024-09-26
1199,Aqaba,2023-06-01
1200,Amman,2023-02-02
1201,Aqaba,2024-12-18
1202,Amman,2023-07-15
1203,Amman,2024-03-27
1204,Amman,2024-03-04
1205,Irbid,2024-02-27
1206,Aqaba,2024-02-25
1207,Zarqa,2024-09-18
1208,Irbid,2023-03-05
1209,Amman,2024-06-15
1210,Mafraq,2024-07-28
1211,Irbid,2024-11-09
1212,Irbid,2024-06-22
1213,Amman,2023-11-18
1214,Madaba,2024-04-15
1215,Aqaba,2023-12-17
1216,Amman,2023-12-29
1217,Amman,2024-12-10
1218,Zarqa,2024-09-16
1219,Zarqa,2023-07-16
1220,Amman,2023-10-13
1221,Mafraq,2023-11-02
1222,Amman,2023-11-01
1223,Irbid,2024-12-22
1224,Salt,2024-12-07
1225,Amman,2023-11-21
1226,Zarqa,2023-12-24
1227,Amman,2023-10-08
1228,Amman,2023-05-05
1229,Mafraq,2024-11-23
1230,Amman,2024-01-24
1231,Karak,2023-12-20
1232,Amman,2023-10-25
1233,Amman,2023-10-22
1234,Amman,2023-12-21
1235,Zarqa,2024-11-02
1236,Amman,2024-05-05
1237,Karak,2023-07-26
1238,Irbid,2023-10-05
1239,Mafraq,2024-12-13
1240,Amman,2023-05-21
1241,Karak,2024-09-22
1242,Aqaba,2023-09-03
1243,Aqaba,2023-02-21
1244,Karak,2023-08-20
1245,Aqaba,2023-08-27
1246,Zarqa,2023-04-13
1247,Amman,2023-12-05
1248,Amman,2023-04-13
1249,Salt,2023-01-06
1250,Zarqa,2023-06-11
1251,Madaba,2024-10-30
1252,Irbid,2024-05-03
1253,Amman,2023-07-24
1254,Amman,2023-11-25
1255,Zarqa,2024-10-23
1256,Irbid,2023-04-02
1257,Amman,2024-08-10
1258,Irbid,2024-07-01
1259,Amman,2023-06-29
1260,Zarqa,2023-06-30
1261,Amman,2024-02-11
1262,Madaba,2023-07-10
1263,Amman,2023-02-08
1264,Irbid,2023-11-02
1265,Amman,2024-09-09
1266,Amman,2023-12-10
1267,Amman,2024-04-10
1268,Irbid,2024-07-10
1269,Zarqa,2024-05-20
1270,Amman,2024-05-31
1271,Aqaba,2023-10-07
1272,Karak,2023-04-26
1273,Aqaba,2023-06-16
1274,Amman,2024-10-25
1275,Irbid,2023-07-10
1276,Amman,2023-12-12
1277,Amman,2024-08-04
1278,Mafraq,2023-06-29
1279,Amman,2024-10-16
1280,Irbid,2024-03-13
1281,Zarqa,2023-12-02
1282,Aqaba,2024-02-15
1283,Irbid,2023-07-09
1284,Amman,2024-05-03
1285,Amman,2023-09-12
1286,Irbid,2023-09-25
1287,Amman,2023-08-30
1288,Amman,2023-10-01
1289,Amman,2023-11-06
1290,Amman,2024-08-09
1291,Amman,2023-09-25
1292,Amman,2024-01-04
1293,Zarqa,2023-03-05
1294,Zarqa,2024-04-21
1295,Madaba,2023-06-13
1296,Amman,2024-12-03
1297,Amman,2024-12-21
1298,Amman,2024-12-07
1299,Zarqa,2024-10-16
1300,Aqaba,2024-01-12
1301,Amman,2023-08-15
1302,Salt,2023-05-17
1303,Amman,2023-06-06
1304,Irbid,2024-09-12
1305,Aqaba,2024-03-01
1306,Karak,2024-04-27
1307,Aqaba,2024-11-11
1308,Madaba,2023-09-11
1309,Amman,2023-03-25
1310,Madaba,2024-04-02
1311,Amman,2024-12-21
1312,Karak,2023-03-21
1313,Irbid,2023-04-25
1314,Madaba,2024-07-14
1315,Irbid,2023-07-27
1316,Zarqa,2024-07-03
1317,Irbid,2023-06-18
1318,Aqaba,2024-06-16
1319,Amman,2023-04-30
1320,Amman,2024-08-20
1321,Amman,2023-04-04
1322,Amman,2024-04-01
1323,Karak,2024-04-09
1324,Amman,2024-06-09
1325,Mafraq,2024-04-12
1326,Amman,2023-03-01
1327,Amman,2024-04-18
1328,Madaba,2023-01-23
1329,Zarqa,2023-09-18
1330,Irbid,2023-08-12
1331,Irbid,2023-03-16
1332,Aqaba,2024-03-09
1333,Amman,2024-12-18
1334,Mafraq,2024-07-08
1335,Mafraq,2023-03-12
1336,Zarqa,2023-02-02
1337,Amman,2024-02-23
1338,Zarqa,2023-05-19
1339,Amman,2024-10-23
1340,Amman,2024-01-19
1341,Amman,2024-04-04
1342,Irbid,2024-01-20
1343,Karak,2024-11-30
1344,Aqaba,2023-05-17
1345,Aqaba,2023-12-23
1346,Irbid,2023-07-02
1347,Amman,2024-02-07
1348,Amman,2023-05-11
1349,Mafraq,2023-01-04
1350,Amman,2023-11-02
1351,Karak,2024-11-20
1352,Zarqa,2024-03-10
1353,Irbid,2024-01-24
1354,Aqaba,2023-09-11
1355,Irbid,2023-12-21
1356,Karak,2023-10-10
1357,Salt,2023-04-26
1358,Irbid,2024-11-07
1359,Amman,2024-09-21
1360,Zarqa,2023-09-04
1361,Salt,2023-03-10
1362,Amman,2024-08-31
1363,Zarqa,2024-04-02
1364,Zarqa,2024-11-19
1365,Aqaba,2023-09-08
1366,Amman,2024-02-16
1367,Aqaba,2023-08-28
1368,Salt,2023-08-11
1369,Amman,2023-05-24
1370,Amman,2023-10-24
1371,Mafraq,2024-08-12
1372,Amman,2024-08-14
1373,Karak,2024-11-19
1374,Irbid,2023-08-31
1375,Amman,2023-05-27
1376,Karak,2023-08-15
1377,Irbid,2023-11-04
1378,Irbid,2023-03-04
1379,Amman,2024-08-28
1380,Zarqa,2024-10-03
1381,Amman,2024-07-23
1382,Amman,2023-02-18
1383,Mafraq,2024-10-20
1384,Amman,2024-06-21
1385,Zarqa,2024-12-14
1386,Amman,2024-02-23
1387,Aqaba,2023-11-04
1388,Amman,2023-07-08
1389,Mafraq,2024-04-29
1390,Irbid,2023-08-19
1391,Amman,2024-12-25
1392,Amman,2024-04-19
1393,Amman,2024-07-29
1394,Irbid,2024-03-02
1395,Amman,2024-06-26
1396,Madaba,2024-02-02
1397,Irbid,2023-09-19
1398,Amman,2023-12-05
1399,Zarqa,2023-03-22
1400,Aqaba,2024-01-15
1401,Amman,2024-07-02
1402,Amman,2023-02-22
1403,Amman,2024-01-22
1404,Aqaba,2024-09-09
1405,Zarqa,2023-03-16
1406,Irbid,2024-08-24
1407,Karak,2023-08-11
1408,Madaba,2023-08-02
1409,Zarqa,2023-11-07
1410,Karak,2023-08-05
1411,Amman,2023-05-01
1412,Amman,2023-09-06
1413,Amman,2024-12-21
1414,Amman,2024-02-11
1415,Irbid,2024-07-19
1416,Salt,2023-10-17
1417,Amman,2024-04-22
1418,Amman,2024-10-26
1419,Irbid,2023-11-12
1420,Salt,2024-01-04
1421,Amman,2024-05-24
1422,Irbid,2023-04-11
1423,Amman,2023-11-24
1424,Amman,2024-01-15
1425,Mafraq,2024-02-28
1426,Mafraq,2024-07-30
1427,Amman,2023-05-30
1428,Mafraq,2023-09-25
1429,Zarqa,2024-08-21
1430,Karak,2024-03-03
1431,Irbid,2023-06-06
1432,Irbid,2023-12-04
1433,Irbid,2024-01-24
1434,Zarqa,2023-09-09
1435,Amman,2024-07-17
1436,Amman,2024-12-02
1437,Amman,2023-09-21
1438,Aqaba,2024-10-19
1439,Amman,2024-04-16
1440,Zarqa,2023-12-27
1441,Mafraq,2023-05-24
1442,Amman,2024-05-15
1443,Zarqa,2024-07-09
1444,Irbid,2023-03-02
1445,Karak,2023-02-04
1446,Amman,2024-11-15
1447,Aqaba,2023-01-07
1448,Madaba,2023-05-21
1449,Salt,2023-08-25
1450,Zarqa,2024-12-25
1451,Irbid,2023-01-10
1452,Zarqa,2024-06-01
1453,Karak,2024-01-18
1454,Zarqa,2024-09-24
1455,Amman,2024-11-13
1456,Salt,2024-05-09
1457,Zarqa,2023-01-17
1458,Zarqa,2024-06-28
1459,Amman,2024-02-26
1460,Zarqa,2023-01-18
1461,Amman,2023-10-09
1462,Zarqa,2023-10-21
1463,Amman,2024-05-29
1464,Zarqa,2023-07-03
1465,Mafraq,2023-04-09
1466,Amman,2023-06-02
1467,Mafraq,2023-07-16
1468,Amman,2024-06-23
1469,Karak,2023-12-29
1470,Madaba,2024-02-11
1471,Zarqa,2024-01-18
1472,Aqaba,2024-04-15
1473,Karak,2023-09-07
1474,Amman,2023-11-04
1475,Amman,2024-10-31
1476,Zarqa,2023-02-02
1477,Madaba,2024-02-20
1478,Aqaba,2024-01-22
1479,Madaba,2024-05-02
1480,Irbid,2024-10-14
1481,Madaba,2024-12-20
1482,Amman,2023-03-26
1483,Irbid,2024-03-20
1484,Amman,2023-12-06
1485,Amman,2023-04-08
1486,Amman,2023-02-13
1487,Amman,2023-08-05
1488,Aqaba,2024-05-01
1489,Amman,2023-02-17
1490,Irbid,2024-12-01
1491,Amman,2024-07-10
1492,Amman,2024-11-04
1493,Amman,2023-07-03
1494,Amman,2023-01-17
1495,Zarqa,2024-08-24
1496,Zarqa,2024-12-30
1497,Zarqa,2023-03-20
1498,Irbid,2023-06-16
1499,Amman,2023-09-04
1500,Karak,2024-02-03
1501,Irbid,2023-12-06
1502,Irbid,2023-05-24
1503,Amman,2024-05-27
1504,Amman,2023-02-24
1505,Amman,2024-03-23
1506,Amman,2023-03-19
1507,Zarqa,2024-09-11
1508,Irbid,2024-09-01
1509,Zarqa,2023-12-01
1510,Aqaba,2024-10-11
1511,Madaba,2024-04-06
1512,Aqaba,2023-08-22
1513,Mafraq,2024-07-20
1514,Amman,2024-03-18
1515,Amman,2024-11-27
1516,Amman,2024-11-07
1517,Zarqa,2023-03-29
1518,Karak,2023-10-30
1519,Amman,2023-03-17
1520,Salt,2023-10-02
1521,Amman,2024-01-25
1522,Salt,2023-06-07
1523,Amman,2023-11-21
1524,Amman,2023-04-20
1525,Irbid,2023-01-06
1526,Amman,2024-03-31
1527,Amman,2023-10-04
1528,Amman,2023-05-16
1529,Madaba,2023-07-11
1530,Irbid,2024-04-04
1531,Amman,2024-07-22
1532,Zarqa,2024-02-22
1533,Aqaba,2023-01-27
1534,Amman,2023-12-29
1535,Amman,2023-04-06
1536,Amman,2024-09-04
1537,Amman,2024-01-30
1538,Zarqa,2023-10-26
1539,Amman,2024-02-02
1540,Irbid,2024-07-26
1541,Aqaba,2024-08-08
1542,Amman,2023-06-23
1543,Zarqa,2023-06-23
1544,Amman,2023-10-03
1545,Mafraq,2023-10-02
1546,Irbid,2023-05-30
1547,Madaba,2023-06-21
1548,Irbid,2023-10-10
1549,Amman,2023-11-03
1550,Zarqa,2023-03-20
1551,Mafraq,2023-09-15
1552,Zarqa,2024-10-02
1553,Madaba,2024-08-31
1554,Karak,2023-07-20
1555,Amman,2023-04-20
1556,Amman,2023-11-08
1557,Zarqa,2024-02-10
1558,Amman,2024-09-27
1559,Madaba,2023-12-04
1560,Salt,2023-12-09
1561,Amman,2024-10-28
1562,Amman,2023-05-20
1563,Madaba,2023-11-25
1564,Amman,2024-12-12
1565,Madaba,2024-05-05
1566,Irbid,2023-07-01
1567,Zarqa,2023-11-23
1568,Amman,2024-12-12
1569,Zarqa,2024-05-17
1570,Irbid,2023-09-06
1571,Zarqa,2024-01-21
1572,Amman,2024-02-07
1573,Aqaba,2023-04-27
1574,Karak,2023-07-24
1575,Amman,2024-07-12
1576,Amman,2024-11-29
1577,Amman,2023-01-28
1578,Zarqa,2024-12-26
1579,Zarqa,2024-03-24
1580,Irbid,2024-12-10
1581,Amman,2024-02-23
1582,Amman,2023-05-23
1583,Zarqa,2023-11-07
1584,Irbid,2023-09-16
1585,Mafraq,2023-06-07
1586,Amman,2024-01-22
1587,Aqaba,2024-04-04
1588,Amman,2024-05-05
1589,Irbid,2024-02-15
1590,Aqaba,2024-06-02
1591,Aqaba,2024-07-10
1592,Mafraq,2024-01-04
1593,Amman,2024-08-31
1594,Amman,2023-03-29
1595,Aqaba,2023-09-12
1596,Zarqa,2024-11-11
1597,Amman,2023-06-20
1598,Amman,2024-09-19
1599,Amman,2024-07-30
1600,Karak,2024-11-24
1601,Amman,2024-02-14
1602,Amman,2024-03-16
1603,Amman,2023-01-11
1604,Amman,2023-09-22
1605,Amman,2024-06-06
1606,Irbid,2024-07-25
1607,Amman,2024-12-05
1608,Madaba,2023-08-15
1609,Amman,2024-01-19
1610,Irbid,2024-04-19
1611,Karak,2024-12-08
1612,Zarqa,2023-06-04
1613,Irbid,2023-01-26
1614,Amman,2023-04-18
1615,Amman,2024-03-01
1616,Zarqa,2023-04-29
1617,Mafraq,2023-12-23
1618,Zarqa,2023-12-18
1619,Irbid,2023-07-31
1620,Aqaba,2024-05-09
1621,Irbid,2024-05-02
1622,Amman,2024-03-24
1623,Zarqa,2023-11-23
1624,Mafraq,2023-11-04
1625,Amman,2024-12-28
1626,Aqaba,2023-01-24
1627,Amman,2024-10-25
1628,Irbid,2024-11-24
1629,Amman,2023-09-07
1630,Irbid,2023-06-28
1631,Aqaba,2023-06-13
1632,Amman,2024-07-27
1633,Zarqa,2024-04-18
1634,Madaba,2024-02-19
1635,Salt,2023-07-08
1636,Amman,2024-10-17
1637,Amman,2024-03-18
1638,Amman,2023-01-30
1639,Mafraq,2023-07-22
1640,Salt,2024-08-29
1641,Irbid,2024-02-03
1642,Karak,2024-12-22
1643,Irbid,2023-07-30
1644,Zarqa,2024-12-21
1645,Amman,2024-08-14
1646,Aqaba,2024-07-03
1647,Amman,2024-01-10
1648,Madaba,2023-07-21
1649,Madaba,2023-04-27
1650,Aqaba,2024-11-17
1651,Amman,2024-06-24
1652,Amman,2023-11-17
1653,Amman,2024-02-02
1654,Amman,2024-02-06
1655,Amman,2023-04-27
1656,Salt,2023-12-27
1657,Irbid,2024-09-24
1658,Amman,2024-11-20
1659,Amman,2024-09-21
1660,Irbid,2023-03-28
1661,Zarqa,2023-11-17
1662,Irbid,2023-09-02
1663,Salt,2023-04-30
1664,Irbid,2024-01-18
1665,Mafraq,2024-06-07
1666,Karak,2024-03-04
1667,Amman,2023-05-22
1668,Salt,2024-01-28
1669,Amman,2023-07-10
1670,Madaba,2024-10-12
1671,Amman,2024-12-11
1672,Karak,2023-06-27
1673,Karak,2023-06-20
1674,Madaba,2023-10-23
1675,Madaba,2023-07-11
1676,Amman,2024-04-06
1677,Amman,2023-02-24
1678,Amman,2023-01-10
1679,Amman,2023-05-20
1680,Aqaba,2024-01-29
1681,Amman,2024-06-01
1682,Mafraq,2024-05-21
1683,Zarqa,2024-12-02
1684,Madaba,2024-03-01
1685,Amman,2024-05-15
1686,Karak,2023-03-26
1687,Salt,2023-02-01
1688,Irbid,2023-10-27
1689,Zarqa,2023-10-09
1690,Aqaba,2024-07-04
1691,Amman,2023-06-22
1692,Irbid,2024-08-02
1693,Amman,2024-07-16
1694,Amman,2023-04-26
1695,Amman,2023-04-27
1696,Amman,2024-07-10
1697,Amman,2024-07-09
1698,Amman,2024-03-27
1699,Mafraq,2023-08-12
1700,Irbid,2023-04-15
1701,Mafraq,2023-09-11
1702,Irbid,2023-02-03
1703,Amman,2023-09-27
1704,Irbid,2023-03-31
1705,Irbid,2023-05-01
1706,Amman,2023-08-03
1707,Zarqa,2024-12-06
1708,Amman,2024-12-28
1709,Zarqa,2024-10-09
1710,Zarqa,2023-06-19
1711,Amman,2023-05-23
1712,Amman,2023-07-31
1713,Madaba,2024-08-06
1714,Irbid,2024-06-29
1715,Amman,2024-09-03
1716,Mafraq,2023-06-22
1717,Amman,2024-12-21
1718,Aqaba,2023-10-24
1719,Mafraq,2023-10-01
1720,Amman,2024-11-26
1721,Amman,2023-05-19
1722,Amman,2023-03-02
1723,Amman,2024-11-02
1724,Amman,2024-12-19
1725,Aqaba,2023-09-13
1726,Amman,2024-12-29
1727,Irbid,2023-09-11
1728,Mafraq,2024-05-16
1729,Madaba,2024-08-14
1730,Zarqa,2023-10-03
1731,Amman,2024-02-29
1732,Zarqa,2024-04-07
1733,Irbid,2024-10-10
1734,Irbid,2024-02-17
1735,Amman,2023-10-12
1736,Karak,2024-04-10
1737,Irbid,2023-12-02
1738,Amman,2023-01-03
1739,Amman,2024-04-14
1740,Amman,2024-11-11
1741,Madaba,2023-03-06
1742,Aqaba,2024-02-12
1743,Aqaba,2024-03-15
1744,Amman,2024-05-21
1745,Amman,2023-11-27
1746,Irbid,2023-12-12
1747,Amman,2024-08-14
1748,Amman,2024-08-02
1749,Aqaba,2023-12-18
1750,Amman,2023-02-17
1751,Irbid,2024-10-03
1752,Amman,2023-01-17
1753,Amman,2023-06-11
1754,Amman,2024-04-12
1755,Mafraq,2024-03-14
1756,Madaba,2024-12-06
1757,Mafraq,2024-10-27
1758,Irbid,2023-06-12
1759,Amman,2023-04-06
1760,Irbid,2024-01-05
1761,Irbid,2023-03-26
1762,Karak,2024-11-11
1763,Amman,2023-06-19
1764,Irbid,2024-02-10
1765,Amman,2023-11-09
1766,Amman,2024-03-15
1767,Aqaba,2023-04-04
1768,Irbid,2023-01-02
1769,Amman,2024-05-03
1770,Amman,2023-05-16
1771,Irbid,2023-08-20
1772,Madaba,2024-11-27
1773,Karak,2023-01-10
1774,Mafraq,2024-12-13
1775,Madaba,2023-05-04
1776,Amman,2024-12-11
1777,Zarqa,2024-05-04
1778,Irbid,2023-08-23
1779,Amman,2023-04-02
1780,Karak,2023-04-16
1781,Amman,2024-01-12
1782,Salt,2023-05-21
1783,Irbid,2023-05-17
1784,Zarqa,2024-11-24
1785,Zarqa,2023-03-12
1786,Karak,2024-07-30
1787,Zarqa,2024-09-16
1788,Zarqa,2023-06-18
1789,Amman,2023-12-26
1790,Irbid,2024-10-05
1791,Amman,2024-02-26
1792,Aqaba,2024-12-04
1793,Irbid,2023-08-11
1794,Zarqa,2023-04-13
1795,Amman,2023-05-07
1796,Amman,2024-01-29
1797,Aqaba,2024-03-15
1798,Amman,2023-05-24
1799,Amman,2023-10-11
1800,Amman,2023-03-28
1801,Mafraq,2024-07-20
1802,Aqaba,2024-09-06
1803,Amman,2023-10-19
1804,Amman,2024-11-05
1805,Amman,2023-07-30
1806,Aqaba,2024-09-13
1807,Zarqa,2023-07-13
1808,Amman,2023-10-30
1809,Amman,2023-02-25
1810,Amman,2024-05-21
1811,Zarqa,2023-04-26
1812,Aqaba,2024-05-26
1813,Amman,2024-08-31
1814,Amman,2024-06-24
1815,Amman,2024-01-05
1816,Mafraq,2023-05-16
1817,Amman,2024-08-05
1818,Aqaba,2024-01-10
1819,Zarqa,2024-11-30
1820,Amman,2024-04-27
1821,Amman,2023-01-18
1822,Amman,2023-03-11
1823,Zarqa,2023-09-26
1824,Aqaba,2023-02-10
1825,Zarqa,2024-02-12
1826,Irbid,2023-10-21
1827,Amman,2024-12-30
1828,Mafraq,2024-03-01
1829,Madaba,2024-12-19
1830,Amman,2023-03-26
1831,Mafraq,2024-07-03
1832,Zarqa,2024-09-22
1833,Zarqa,2023-10-12
1834,Aqaba,2023-11-14
1835,Madaba,2024-06-07
1836,Zarqa,2023-06-09
1837,Amman,2023-12-01
1838,Amman,2024-08-23
1839,Salt,2024-10-27
1840,Amman,2023-03-09
1841,Amman,2024-12-16
1842,Irbid,2023-09-02
1843,Irbid,2023-09-08
1844,Zarqa,2024-03-20
1845,Salt,2024-04-09
1846,Amman,2024-09-15
1847,Amman,2023-11-13
1848,Amman,2023-06-29
1849,Karak,2023-01-13
1850,Zarqa,2024-12-19
1851,Amman,2023-06-17
1852,Madaba,2023-12-22
1853,Karak,2024-06-13
1854,Karak,2023-06-20
1855,Salt,2023-05-10
1856,Amman,2023-05-01
1857,Aqaba,2023-12-10
1858,Irbid,2023-10-06
1859,Karak,2023-03-07
1860,Aqaba,2024-12-30
1861,Aqaba,2024-10-04
1862,Zarqa,2024-05-23
1863,Amman,2024-06-07
1864,Irbid,2023-02-26
1865,Mafraq,2024-08-03
1866,Salt,2024-01-12
1867,Amman,2023-09-19
1868,Amman,2024-08-10
1869,Amman,2023-08-22
1870,Aqaba,2023-01-03
1871,Madaba,2023-01-13
1872,Amman,2023-02-17
1873,Irbid,2024-01-08
1874,Karak,2023-06-03
1875,Aqaba,2023-02-06
1876,Irbid,2024-11-02
1877,Zarqa,2023-08-18
1878,Irbid,2023-09-12
1879,Amman,2023-11-24
1880,Zarqa,2023-03-21
1881,Zarqa,2024-01-17
1882,Karak,2024-05-29
1883,Zarqa,2023-07-03
1884,Aqaba,2024-06-12
1885,Amman,2024-02-15
1886,Irbid,2024-04-21
1887,Amman,2023-11-15
1888,Amman,2023-03-30
1889,Aqaba,2024-04-12
1890,Mafraq,2024-01-13
1891,Amman,2023-10-26
1892,Amman,2023-11-08
1893,Madaba,2023-09-06
1894,Amman,2024-01-13
1895,Irbid,2024-05-20
1896,Aqaba,2024-07-13
1897,Zarqa,2023-06-04
1898,Amman,2024-02-24
1899,Amman,2023-08-27
1900,Madaba,2023-12-21
1901,Irbid,2024-12-11
1902,Amman,2023-12-10
1903,Aqaba,2024-11-04
1904,Amman,2023-11-11
1905,Aqaba,2023-07-30
1906,Amman,2023-09-01
1907,Mafraq,2024-05-18
1908,Amman,2023-05-26
1909,Amman,2023-04-06
1910,Amman,2023-08-26
1911,Amman,2024-02-27
1912,Karak,2024-04-14
1913,Mafraq,2024-08-17
1914,Amman,2024-06-01
1915,Irbid,2024-10-14
1916,Aqaba,2023-03-18
1917,Karak,2024-08-04
1918,Zarqa,2024-03-21
1919,Amman,2023-08-31
1920,Amman,2023-09-25
1921,Aqaba,2024-02-07
1922,Amman,2023-11-22
1923,Zarqa,2023-10-06
1924,Amman,2023-03-18
1925,Madaba,2023-05-20
1926,Amman,2023-04-22
1927,Zarqa,2023-04-19
1928,Irbid,2024-04-05
1929,Zarqa,2023-11-18
1930,Amman,2023-05-04
1931,Zarqa,2024-01-02
1932,Zarqa,2024-04-07
1933,Zarqa,2024-04-19
1934,Zarqa,2023-05-03
1935,Zarqa,2023-06-11
1936,Madaba,2024-12-22
1937,Amman,2023-02-11
1938,Madaba,2023-12-02
1939,Irbid,2023-04-04
1940,Amman,2023-12-31
1941,Amman,2024-06-09
1942,Amman,2024-11-24
1943,Madaba,2023-09-24
1944,Aqaba,2023-02-01
1945,Madaba,2024-04-08
1946,Irbid,2024-07-17
1947,Irbid,2023-04-07
1948,Amman,2023-04-15
1949,Amman,2023-05-05
1950,Irbid,2023-03-05
1951,Amman,2023-05-14
1952,Amman,2024-02-15
1953,Zarqa,2024-12-03
1954,Aqaba,2024-10-22
1955,Mafraq,2024-08-19
1956,Salt,2023-09-23
1957,Zarqa,2023-01-23
1958,Irbid,2023-07-22
1959,Zarqa,2024-03-30
1960,Madaba,2023-04-05
1961,Amman,2023-05-06
1962,Amman,2024-04-17
