order_item_id,order_id,product_id,quantity,price,freight_value
1926,1117,150,1,43.62,4.55
1927,1117,109,1,151.47,16.28
1928,1118,142,1,230.98,16.08
1929,1119,26,1,16.21,1.8
1930,1119,83,1,9.7,0.7
1931,1119,154,1,53.6,4.15
1932,1120,204,1,103.62,7.68
1933,1120,174,1,8.1,0.9
1934,1120,16,1,90.17,5.36
1935,1120,226,1,134.28,11.03
1936,1121,35,1,76.68,3.33
1937,1122,86,1,124.98,8.22
1938,1122,235,1,75.26,7.61
1939,1123,234,1,17.93,1.96
1940,1123,101,1,8.28,0.45
1941,1124,43,2,137.44,10.38
1942,1125,182,1,19.48,1.88
1943,1125,19,1,11.93,1.11
1944,1126,227,1,49.54,2.31
1945,1127,147,1,81.1,3.91
1946,1128,135,1,212.24,18.7
1947,1129,22,1,412.18,16.43
1948,1130,248,1,40.02,3.26
1949,1131,101,1,8.28,0.73
1950,1132,77,1,170.84,9.78
1951,1132,151,1,116.4,8.5
1952,1133,59,1,105.0,8.93
1953,1133,153,1,179.31,8.55
1954,1133,38,1,147.17,4.48
1955,1134,145,1,366.49,33.65
1956,1134,155,1,18.82,1.41
1957,1135,242,1,135.54,4.66
1958,1136,217,1,36.43,1.61
1959,1137,91,1,56.23,5.5
1960,1137,95,1,25.87,1.1
1961,1137,157,3,234.71,9.47
1962,1138,109,1,151.47,9.76
1963,1138,143,1,180.32,7.11
1964,1138,37,1,136.42,15.31
1965,1138,67,1,53.0,1.79
1966,1139,131,1,203.22,19.32
1967,1140,234,1,17.93,0.86
1968,1141,10,1,26.93,2.19
1969,1142,232,1,155.86,4.86
1970,1143,63,1,555.18,21.83
1971,1143,188,1,15.44,1.53
1972,1143,137,1,112.97,6.26
1973,1144,187,2,95.65,8.75
1974,1145,34,1,127.18,10.41
1975,1145,209,1,115.41,6.86
1976,1146,247,1,31.51,1.31
1977,1147,80,1,37.9,4.03
1978,1147,220,1,669.86,80.06
1979,1148,22,1,412.18,42.43
1980,1149,25,1,28.3,2.55
1981,1150,181,1,14.39,1.44
1982,1150,92,1,1151.64,95.02
1983,1151,219,1,66.09,2.69
1984,1152,171,1,100.35,5.96
1985,1152,57,1,185.85,11.71
1986,1152,157,1,234.71,13.53
1987,1153,160,1,19.67,2.26
1988,1154,227,1,49.54,5.9
1989,1155,203,1,67.83,5.78
1990,1155,141,1,483.07,35.33
1991,1156,153,1,179.31,15.05
1992,1156,80,1,37.9,1.35
1993,1156,117,1,45.11,4.27
1994,1157,70,1,41.53,1.33
1995,1158,59,1,105.0,9.29
1996,1159,199,1,5.9,0.68
1997,1160,217,1,36.43,1.82
1998,1160,108,1,3.52,0.33
1999,1160,37,1,136.42,7.6
2000,1161,88,1,2.59,0.16
2001,1161,67,1,53.0,5.91
2002,1162,37,1,136.42,8.62
2003,1163,101,1,8.28,0.52
2004,1163,29,1,617.47,51.32
2005,1164,119,1,69.61,4.75
2006,1164,34,1,127.18,5.79
2007,1165,140,1,11.94,1.26
2008,1166,67,1,53.0,1.8
2009,1167,248,1,40.02,1.34
2010,1168,168,1,9.01,0.35
2011,1168,77,1,170.84,11.25
2012,1169,235,1,75.26,5.13
2013,1170,104,1,82.65,8.52
2014,1171,10,1,26.93,2.24
2015,1172,17,1,29.84,1.06
2016,1173,135,1,212.24,7.18
2017,1173,71,1,179.59,12.71
2018,1174,235,1,75.26,2.8
2019,1174,26,1,16.21,0.56
2020,1174,152,1,343.16,37.17
2021,1175,21,1,285.75,16.29
2022,1176,68,1,38.67,1.84
2023,1176,108,1,3.52,0.11
2024,1177,95,1,25.87,2.01
2025,1178,58,3,7.39,0.69
2026,1179,90,1,11.62,0.47
2027,1179,72,1,112.92,3.44
2028,1179,9,1,82.19,3.94
2029,1179,35,1,76.68,6.93
2030,1180,250,1,583.02,25.71
2031,1180,199,2,5.9,0.61
2032,1181,102,1,683.61,47.38
2033,1181,134,1,140.62,6.1
2034,1181,151,1,116.4,7.19
2035,1181,233,1,339.7,12.15
2036,1182,98,1,25.53,0.84
2037,1182,226,1,134.28,15.87
2038,1183,235,1,75.26,8.79
2039,1183,205,1,172.47,14.9
2040,1184,143,1,180.32,12.66
2041,1185,194,1,41.9,1.4
2042,1185,179,1,246.47,24.01
2043,1185,173,1,57.93,3.11
2044,1186,240,1,694.84,56.05
2045,1187,177,1,81.05,4.73
2046,1188,35,1,76.68,2.59
2047,1189,31,1,34.65,1.97
2048,1190,241,1,40.34,3.13
2049,1191,102,1,683.61,32.73
2050,1192,205,1,172.47,14.53
2051,1193,50,1,44.06,5.11
2052,1194,42,1,145.78,10.74
2053,1195,88,1,2.59,0.26
2054,1196,35,1,76.68,6.38
2055,1197,29,1,617.47,69.2
2056,1198,130,1,76.27,7.17
2057,1198,57,1,185.85,20.81
2058,1199,149,1,71.93,3.55
2059,1199,137,1,112.97,3.91
2060,1200,241,1,40.34,1.59
2061,1200,147,1,81.1,5.43
2062,1201,219,1,66.09,5.72
2063,1201,239,1,762.58,29.4
2064,1202,144,1,50.76,2.6
2065,1203,74,1,35.45,2.7
2066,1204,87,1,391.01,43.43
2067,1205,135,2,212.24,20.33
2068,1206,149,1,71.93,5.45
2069,1206,227,1,49.54,5.12
2070,1207,174,1,8.1,0.89
2071,1207,32,1,17.9,1.03
2072,1208,160,1,19.67,1.51
2073,1209,37,1,136.42,16.03
2074,1210,212,1,619.34,22.02
2075,1210,72,1,112.92,3.65
2076,1210,121,1,272.89,21.45
2077,1211,87,1,391.01,15.03
2078,1211,196,1,47.98,5.08
2079,1211,105,1,262.49,27.77
2080,1211,215,1,237.45,15.25
2081,1212,190,1,239.32,15.86
2082,1212,86,1,124.98,12.35
2083,1212,39,1,136.95,12.34
2084,1213,41,1,63.66,6.59
2085,1213,4,1,95.98,5.22
2086,1214,97,1,244.48,16.65
2087,1214,63,1,555.18,61.82
2088,1214,24,1,89.79,3.91
2089,1215,217,1,36.43,4.14
2090,1216,88,1,2.59,0.14
2091,1217,107,1,87.92,9.8
2092,1218,154,1,53.6,3.32
2093,1219,66,1,27.73,1.27
2094,1219,227,1,49.54,2.75
2095,1219,97,1,244.48,27.0
2096,1219,89,1,179.88,16.58
2097,1220,35,1,76.68,3.04
2098,1220,57,1,185.85,21.15
2099,1221,187,2,95.65,8.38
2100,1222,223,1,155.25,16.33
2101,1223,107,2,87.92,4.73
2102,1223,142,1,230.98,19.65
2103,1223,128,2,13.41,0.43
2104,1224,30,1,58.74,2.56
2105,1225,121,1,272.89,10.7
2106,1225,177,2,81.05,3.47
2107,1226,35,1,76.68,8.0
2108,1227,139,1,488.45,14.67
2109,1227,125,1,111.51,13.06
2110,1227,204,1,103.62,12.06
2111,1228,231,1,80.77,6.3
2112,1229,48,1,93.17,3.95
2113,1230,157,1,234.71,16.45
2114,1230,162,1,6.54,0.54
2115,1230,41,1,63.66,4.34
2116,1230,119,1,69.61,5.99
2117,1231,132,1,74.95,8.99
2118,1232,56,1,38.8,3.8
2119,1232,105,1,262.49,22.04
2120,1233,124,1,434.69,28.98
2121,1233,132,1,74.95,3.82
2122,1233,234,1,17.93,1.3
2123,1233,230,1,231.23,15.42
2124,1234,92,1,1151.64,136.23
2125,1235,75,1,553.99,42.1
2126,1236,95,1,25.87,2.89
2127,1237,105,1,262.49,14.07
2128,1238,179,1,246.47,8.09
2129,1239,3,1,51.08,1.66
2130,1239,52,1,30.53,2.47
2131,1239,146,1,98.43,6.51
2132,1240,158,3,19.01,0.68
2133,1240,124,1,434.69,33.22
2134,1240,146,1,98.43,9.16
2135,1240,88,1,2.59,0.22
2136,1241,48,1,93.17,3.15
2137,1241,43,1,137.44,10.82
2138,1242,60,1,85.87,6.14
2139,1242,82,1,53.33,4.25
2140,1243,35,1,76.68,5.16
2141,1244,105,1,262.49,22.58
2142,1245,197,1,235.87,16.04
2143,1246,114,1,164.19,15.22
2144,1247,222,2,22.72,1.84
2145,1248,167,1,139.5,8.46
2146,1249,149,1,71.93,2.96
2147,1250,196,1,47.98,5.09
2148,1250,122,1,69.41,6.96
2149,1251,246,1,30.72,1.04
2150,1251,177,1,81.05,3.26
2151,1252,86,1,124.98,11.43
2152,1252,158,1,19.01,0.68
2153,1253,67,1,53.0,2.58
2154,1253,47,1,18.06,1.05
2155,1253,116,1,53.02,3.55
2156,1254,181,1,14.39,1.18
2157,1255,97,1,244.48,18.02
2158,1256,43,1,137.44,11.2
2159,1256,201,1,68.19,7.0
2160,1256,115,1,27.12,1.54
2161,1257,109,1,151.47,5.18
2162,1258,46,1,645.92,69.46
2163,1258,23,1,629.48,53.63
2164,1258,20,1,71.62,4.93
2165,1258,209,1,115.41,7.73
2166,1259,186,1,66.12,2.95
2167,1260,104,1,82.65,8.92
2168,1260,83,1,9.7,0.72
2169,1261,175,1,16.15,1.14
2170,1262,173,1,57.93,5.81
2171,1263,131,1,203.22,10.53
2172,1264,144,1,50.76,5.1
2173,1265,140,1,11.94,1.11
2174,1266,40,1,97.22,8.2
2175,1267,157,1,234.71,26.73
2176,1268,197,1,235.87,9.59
2177,1269,18,1,17.37,2.03
2178,1269,227,1,49.54,3.62
2179,1270,46,1,645.92,63.78
2180,1271,34,1,127.18,4.72
2181,1271,220,2,669.86,37.03
2182,1272,99,1,14.4,1.49
2183,1272,223,1,155.25,8.17
2184,1272,28,1,164.02,16.68
2185,1273,176,1,199.66,6.26
2186,1274,134,1,140.62,13.22
2187,1274,234,1,17.93,2.14
2188,1275,66,1,27.73,2.32
2189,1276,151,1,116.4,8.17
2190,1276,80,1,37.9,4.53
2191,1276,150,1,43.62,2.91
2192,1277,245,1,178.52,6.58
2193,1278,205,1,172.47,8.34
2194,1279,221,1,80.15,4.05
2195,1280,121,1,272.89,9.37
2196,1280,168,1,9.01,0.72
2197,1280,245,1,178.52,21.0
2198,1281,45,1,30.04,1.37
2199,1282,149,1,71.93,7.02
2200,1282,205,3,172.47,12.99
2201,1283,64,1,191.61,6.56
2202,1284,140,1,11.94,1.06
2203,1284,105,1,262.49,14.61
2204,1285,16,1,90.17,3.61
2205,1285,26,1,16.21,1.86
2206,1285,121,1,272.89,11.97
2207,1285,126,1,25.06,2.36
2208,1286,203,1,67.83,6.5
2209,1286,77,1,170.84,12.68
2210,1287,25,1,28.3,1.97
2211,1287,10,1,26.93,2.68
2212,1287,22,2,412.18,40.71
2213,1288,3,1,51.08,4.65
2214,1289,100,3,136.87,4.48
2215,1289,24,1,89.79,9.7
2216,1290,90,1,11.62,1.29
2217,1290,158,1,19.01,1.18
2218,1290,189,1,150.51,4.69
2219,1291,209,1,115.41,13.46
2220,1292,56,1,38.8,3.38
2221,1293,189,1,150.51,17.98
2222,1294,59,1,105.0,10.99
2223,1295,7,1,136.48,14.51
2224,1295,248,1,40.02,4.37
2225,1296,139,3,488.45,19.22
2226,1297,129,1,858.28,62.38
2227,1297,71,2,179.59,10.02
2228,1297,103,1,1102.59,122.88
2229,1298,5,1,88.33,4.67
2230,1298,125,1,111.51,12.55
2231,1299,114,1,164.19,5.72
2232,1299,156,1,99.5,7.75
2233,1300,59,1,105.0,8.85
2234,1301,84,1,54.94,4.82
2235,1302,28,1,164.02,13.72
2236,1303,77,1,170.84,19.89
2237,1304,234,1,17.93,1.16
2238,1305,227,2,49.54,3.38
2239,1305,27,1,852.23,70.54
2240,1305,104,1,82.65,6.31
2241,1306,86,1,124.98,14.92
2242,1306,53,1,270.94,15.8
2243,1307,36,1,55.53,3.04
2244,1307,40,1,97.22,6.85
2245,1308,94,1,33.91,3.49
2246,1309,45,1,30.04,1.63
2247,1310,45,1,30.04,1.34
2248,1311,66,1,27.73,3.29
2249,1312,152,2,343.16,38.71
2250,1313,32,1,17.9,1.93
2251,1314,56,1,38.8,1.75
2252,1315,146,1,98.43,4.99
2253,1315,226,1,134.28,14.77
2254,1315,94,1,33.91,1.07
2255,1315,203,1,67.83,6.26
2256,1316,36,1,55.53,1.89
2257,1317,54,1,387.71,41.91
2258,1317,105,1,262.49,29.6
2259,1317,24,1,89.79,8.16
2260,1318,117,1,45.11,3.58
2261,1319,17,3,29.84,3.04
2262,1319,79,1,47.16,2.64
2263,1320,87,1,391.01,44.41
2264,1320,21,1,285.75,25.29
2265,1321,63,1,555.18,54.39
2266,1322,70,1,41.53,3.64
2267,1322,149,1,71.93,3.42
2268,1322,56,1,38.8,2.24
2269,1322,111,1,97.83,10.56
2270,1323,179,1,246.47,11.8
2271,1324,222,1,22.72,2.55
2272,1325,130,1,76.27,6.33
2273,1325,140,1,11.94,0.83
2274,1326,235,1,75.26,8.37
2275,1326,160,1,19.67,0.67
2276,1326,117,1,45.11,3.11
2277,1327,187,1,95.65,3.66
2278,1328,167,1,139.5,7.94
2279,1329,129,1,858.28,25.87
2280,1330,176,1,199.66,17.03
2281,1330,13,1,31.08,3.51
2282,1331,27,1,852.23,72.75
2283,1331,209,1,115.41,7.28
2284,1331,154,1,53.6,4.32
2285,1332,199,1,5.9,0.33
2286,1333,35,1,76.68,6.49
2287,1334,105,1,262.49,18.11
2288,1334,167,1,139.5,11.16
2289,1334,129,1,858.28,95.09
2290,1334,120,1,44.88,3.63
2291,1335,34,1,127.18,4.65
2292,1335,90,3,11.62,0.38
2293,1336,217,1,36.43,2.58
2294,1337,131,1,203.22,18.78
2295,1337,65,3,165.64,8.5
2296,1338,162,1,6.54,0.71
2297,1339,105,1,262.49,20.21
2298,1339,99,1,14.4,1.16
2299,1340,130,1,76.27,4.37
2300,1340,234,3,17.93,0.66
2301,1341,176,1,199.66,22.89
2302,1342,47,1,18.06,1.05
2303,1342,25,1,28.3,3.29
2304,1342,72,1,112.92,8.07
2305,1342,220,1,669.86,47.64
2306,1343,120,1,44.88,2.9
2307,1343,77,1,170.84,7.97
2308,1343,250,1,583.02,21.41
2309,1344,124,1,434.69,18.7
2310,1344,205,1,172.47,6.6
2311,1345,116,1,53.02,2.86
2312,1346,97,1,244.48,18.61
2313,1346,104,1,82.65,3.03
2314,1347,44,2,39.31,3.77
2315,1347,181,2,14.39,0.78
2316,1348,97,1,244.48,14.96
2317,1348,119,2,69.61,3.93
2318,1349,119,1,69.61,4.81
2319,1350,88,1,2.59,0.11
2320,1351,129,1,858.28,70.13
2321,1351,126,2,25.06,2.87
2322,1351,174,1,8.1,0.28
2323,1352,147,1,81.1,9.19
2324,1353,242,1,135.54,9.67
2325,1353,135,1,212.24,10.4
2326,1354,232,2,155.86,6.96
2327,1355,210,1,56.9,2.01
2328,1355,9,1,82.19,6.06
2329,1356,196,1,47.98,4.41
2330,1357,86,1,124.98,14.93
2331,1357,182,1,19.48,0.71
2332,1358,205,2,172.47,12.65
2333,1358,59,2,105.0,3.71
2334,1359,40,1,97.22,9.51
2335,1360,30,1,58.74,4.8
2336,1361,61,1,30.27,3.32
2337,1362,137,3,112.97,6.59
2338,1363,219,1,66.09,4.14
2339,1364,203,1,67.83,7.05
2340,1365,118,3,13.3,0.48
2341,1366,235,1,75.26,8.74
2342,1366,172,1,356.67,18.93
2343,1366,122,1,69.41,6.46
2344,1366,42,1,145.78,17.34
2345,1367,123,1,10.31,0.83
2346,1368,45,1,30.04,1.28
2347,1368,248,1,40.02,3.24
2348,1369,61,1,30.27,2.42
2349,1369,23,1,629.48,30.97
2350,1369,32,1,17.9,1.92
2351,1370,98,1,25.53,2.96
2352,1371,122,1,69.41,7.04
2353,1372,44,2,39.31,4.03
2354,1372,15,2,114.86,11.83
2355,1373,214,1,211.86,12.69
2356,1373,71,1,179.59,7.87
2357,1373,117,1,45.11,4.5
2358,1373,96,1,826.6,74.19
2359,1374,119,1,69.61,7.68
2360,1374,236,2,326.99,16.09
2361,1375,202,1,130.75,6.94
2362,1375,60,1,85.87,8.48
2363,1376,250,1,583.02,45.3
2364,1377,118,1,13.3,0.45
2365,1378,229,1,16.22,0.81
2366,1378,59,1,105.0,9.93
2367,1379,33,1,30.54,1.45
2368,1379,37,1,136.42,7.82
2369,1380,157,1,234.71,27.51
2370,1381,40,2,97.22,7.64
2371,1381,227,1,49.54,2.96
2372,1382,46,1,645.92,22.29
2373,1383,137,3,112.97,6.8
2374,1384,53,1,270.94,21.9
2375,1384,111,2,97.83,9.36
2376,1385,154,1,53.6,5.96
2377,1385,213,1,31.81,1.88
2378,1385,250,1,583.02,19.72
2379,1385,42,1,145.78,12.63
2380,1386,15,1,114.86,12.64
2381,1387,28,2,164.02,16.42
2382,1387,37,1,136.42,15.65
2383,1387,77,1,170.84,6.58
2384,1388,230,1,231.23,23.7
2385,1388,91,1,56.23,5.25
2386,1389,77,1,170.84,15.93
2387,1390,28,2,164.02,10.92
2388,1391,27,1,852.23,79.15
2389,1391,19,1,11.93,0.45
2390,1391,213,1,31.81,1.46
2391,1392,88,1,2.59,0.18
2392,1392,126,1,25.06,1.46
2393,1393,169,1,69.98,2.17
2394,1394,202,1,130.75,5.23
2395,1394,249,3,52.62,2.59
2396,1395,74,1,35.45,3.25
2397,1395,230,1,231.23,19.18
2398,1396,236,1,326.99,19.81
2399,1397,36,1,55.53,5.49
2400,1398,36,1,55.53,4.42
2401,1399,144,1,50.76,1.65
2402,1400,43,1,137.44,4.24
2403,1401,77,1,170.84,17.01
2404,1401,241,1,40.34,1.25
2405,1401,83,1,9.7,0.89
2406,1402,72,3,112.92,4.67
2407,1403,245,1,178.52,13.49
2408,1404,161,1,84.35,6.65
2409,1404,62,1,19.26,1.66
2410,1405,132,1,74.95,8.19
2411,1406,22,1,412.18,25.2
2412,1406,77,2,170.84,16.66
2413,1406,235,1,75.26,8.42
2414,1407,57,1,185.85,11.62
2415,1408,190,3,239.32,19.44
2416,1409,62,2,19.26,1.32
2417,1410,233,1,339.7,22.02
2418,1411,245,1,178.52,19.74
2419,1411,90,3,11.62,1.39
2420,1412,71,1,179.59,16.38
2421,1413,203,1,67.83,7.21
2422,1413,75,1,553.99,31.91
2423,1413,121,1,272.89,25.35
2424,1414,228,1,95.03,6.21
2425,1414,109,1,151.47,10.79
2426,1414,202,1,130.75,12.85
2427,1415,147,1,81.1,4.02
2428,1416,35,1,76.68,3.77
2429,1417,150,1,43.62,2.03
2430,1418,227,1,49.54,4.08
2431,1419,184,1,344.95,34.54
2432,1419,12,1,94.84,4.71
2433,1420,142,1,230.98,24.72
2434,1421,198,1,52.95,4.65
2435,1421,181,1,14.39,1.59
2436,1422,123,1,10.31,0.31
2437,1422,41,1,63.66,6.29
2438,1423,153,1,179.31,9.3
2439,1424,205,1,172.47,11.27
2440,1425,53,1,270.94,14.99
2441,1425,39,1,136.95,12.47
2442,1426,89,1,179.88,14.41
2443,1426,23,1,629.48,74.52
2444,1427,199,3,5.9,0.27
2445,1428,82,1,53.33,2.4
2446,1428,250,1,583.02,19.93
2447,1428,104,2,82.65,9.57
2448,1429,105,2,262.49,28.78
2449,1430,116,1,53.02,2.48
2450,1430,102,3,683.61,36.25
2451,1430,177,1,81.05,9.6
2452,1431,29,1,617.47,68.95
2453,1431,235,1,75.26,3.03
2454,1432,169,1,69.98,6.84
2455,1433,122,1,69.41,4.78
2456,1434,12,1,94.84,9.04
2457,1435,4,1,95.98,7.39
2458,1435,151,1,116.4,13.02
2459,1436,22,1,412.18,28.46
2460,1437,75,1,553.99,43.32
2461,1438,199,1,5.9,0.49
2462,1439,221,1,80.15,5.75
2463,1439,53,1,270.94,31.85
2464,1440,250,1,583.02,46.67
2465,1441,203,2,67.83,4.96
2466,1441,79,1,47.16,4.66
2467,1442,16,1,90.17,10.65
2468,1443,77,1,170.84,12.5
2469,1444,27,1,852.23,99.31
2470,1445,71,2,179.59,21.48
2471,1446,158,1,19.01,0.66
2472,1447,230,1,231.23,9.59
2473,1448,60,1,85.87,9.88
2474,1449,17,1,29.84,1.64
2475,1450,214,1,211.86,20.3
2476,1451,4,1,95.98,6.52
2477,1451,9,1,82.19,9.52
2478,1452,226,2,134.28,4.15
2479,1453,129,1,858.28,26.76
2480,1454,211,1,22.6,2.67
2481,1455,225,1,59.74,2.49
2482,1456,235,1,75.26,8.19
2483,1457,241,1,40.34,1.91
2484,1458,32,1,17.9,1.21
2485,1459,243,1,83.89,4.0
2486,1460,158,1,19.01,1.79
2487,1460,198,1,52.95,4.42
2488,1460,8,1,6.03,0.69
2489,1460,203,1,67.83,4.72
2490,1461,17,1,29.84,2.54
2491,1462,186,1,66.12,2.12
2492,1462,215,1,237.45,10.58
2493,1463,55,1,167.62,15.33
2494,1463,120,1,44.88,4.63
2495,1464,212,1,619.34,39.66
2496,1464,109,1,151.47,12.83
2497,1465,138,1,45.06,5.23
2498,1465,3,3,51.08,2.54
2499,1466,73,2,85.1,9.0
2500,1467,234,1,17.93,1.16
2501,1468,81,2,44.98,5.15
2502,1469,190,1,239.32,15.08
2503,1469,121,1,272.89,21.87
2504,1470,142,1,230.98,26.76
2505,1470,10,1,26.93,2.93
2506,1471,68,1,38.67,1.45
2507,1471,155,1,18.82,1.43
2508,1471,15,1,114.86,7.52
2509,1472,131,1,203.22,20.34
2510,1472,75,1,553.99,55.67
2511,1473,173,1,57.93,3.78
2512,1473,90,1,11.62,0.55
2513,1474,65,1,165.64,11.18
2514,1474,60,1,85.87,2.64
2515,1475,118,1,13.3,0.63
2516,1476,212,1,619.34,67.75
2517,1477,158,1,19.01,0.94
2518,1478,86,1,124.98,9.99
2519,1479,175,1,16.15,0.7
2520,1480,129,1,858.28,94.21
2521,1481,146,1,98.43,7.32
2522,1482,71,1,179.59,7.77
2523,1482,159,1,124.76,6.44
2524,1482,65,1,165.64,9.61
2525,1483,226,1,134.28,10.93
2526,1484,60,1,85.87,5.19
2527,1485,164,1,31.65,3.72
2528,1486,19,1,11.93,0.93
2529,1486,209,1,115.41,5.8
2530,1486,23,2,629.48,33.66
2531,1487,189,1,150.51,5.58
2532,1488,37,1,136.42,4.44
2533,1489,104,1,82.65,8.27
2534,1489,179,2,246.47,16.05
2535,1490,186,2,66.12,3.95
2536,1490,72,1,112.92,8.0
2537,1490,134,1,140.62,11.65
2538,1491,124,2,434.69,43.25
2539,1491,192,1,82.67,9.19
2540,1491,30,1,58.74,5.12
2541,1492,43,1,137.44,9.52
2542,1492,174,1,8.1,0.65
2543,1492,13,1,31.08,3.7
2544,1492,46,2,645.92,35.12
2545,1493,36,1,55.53,6.48
2546,1493,77,1,170.84,6.1
2547,1493,9,1,82.19,4.01
2548,1494,23,1,629.48,35.06
2549,1494,130,1,76.27,2.44
2550,1494,22,1,412.18,38.25
2551,1495,43,1,137.44,10.41
2552,1496,118,1,13.3,0.57
2553,1497,100,1,136.87,9.0
2554,1498,109,1,151.47,4.73
2555,1498,86,1,124.98,13.54
2556,1499,161,1,84.35,7.0
2557,1500,57,1,185.85,12.01
2558,1501,63,1,555.18,64.31
2559,1502,198,1,52.95,2.77
2560,1502,10,1,26.93,2.98
2561,1503,181,1,14.39,1.58
2562,1503,70,1,41.53,2.04
2563,1503,138,1,45.06,4.64
2564,1503,144,1,50.76,3.59
2565,1504,161,1,84.35,9.83
2566,1504,50,2,44.06,4.02
2567,1505,63,1,555.18,53.17
2568,1506,86,1,124.98,14.09
2569,1506,161,1,84.35,3.61
2570,1507,27,1,852.23,32.65
2571,1508,158,1,19.01,0.93
2572,1509,135,1,212.24,23.35
2573,1510,137,1,112.97,11.97
2574,1510,45,1,30.04,2.66
2575,1511,69,1,33.1,1.57
2576,1512,27,1,852.23,86.67
2577,1512,107,2,87.92,9.56
2578,1512,1,1,826.88,85.86
2579,1513,43,1,137.44,5.76
2580,1514,220,1,669.86,31.85
2581,1515,97,1,244.48,25.54
2582,1516,189,1,150.51,9.35
2583,1516,21,1,285.75,12.49
2584,1516,159,2,124.76,8.68
2585,1516,63,1,555.18,43.49
2586,1517,58,1,7.39,0.65
2587,1518,230,1,231.23,26.1
2588,1519,91,1,56.23,3.25
2589,1519,132,1,74.95,4.41
2590,1519,193,1,286.41,25.67
2591,1520,20,1,71.62,6.04
2592,1521,146,1,98.43,9.71
2593,1522,247,1,31.51,3.76
2594,1523,105,1,262.49,16.81
2595,1523,187,1,95.65,5.85
2596,1523,156,1,99.5,9.34
2597,1523,113,1,29.13,2.23
2598,1524,235,1,75.26,3.52
2599,1524,243,1,83.89,8.0
2600,1524,236,1,326.99,35.0
2601,1524,3,3,51.08,5.14
2602,1525,52,1,30.53,1.94
2603,1526,123,1,10.31,0.94
2604,1526,64,1,191.61,21.43
2605,1527,227,1,49.54,4.34
2606,1528,249,1,52.62,4.5
2607,1529,212,1,619.34,52.47
2608,1529,55,1,167.62,5.05
2609,1530,161,2,84.35,4.24
2610,1531,80,3,37.9,2.33
2611,1532,73,1,85.1,6.77
2612,1533,206,1,760.6,64.38
2613,1533,164,1,31.65,3.19
2614,1534,179,2,246.47,15.85
2615,1535,89,1,179.88,11.81
2616,1536,119,1,69.61,6.33
2617,1536,234,1,17.93,1.56
2618,1536,131,1,203.22,9.44
2619,1536,146,1,98.43,3.75
2620,1537,25,1,28.3,3.04
2621,1538,30,1,58.74,4.1
2622,1539,172,1,356.67,42.23
2623,1539,61,1,30.27,3.58
2624,1540,224,1,6.63,0.58
2625,1541,105,1,262.49,16.05
2626,1541,125,1,111.51,13.28
2627,1542,87,2,391.01,40.44
2628,1542,33,1,30.54,3.64
2629,1543,193,1,286.41,27.52
2630,1543,7,1,136.48,8.44
2631,1544,203,1,67.83,3.32
2632,1545,85,1,106.96,10.82
2633,1546,45,2,30.04,3.21
2634,1547,10,1,26.93,2.46
2635,1547,244,1,84.79,6.3
2636,1547,217,1,36.43,1.44
2637,1547,89,1,179.88,9.22
2638,1548,75,1,553.99,63.97
2639,1548,151,1,116.4,11.58
2640,1549,157,1,234.71,25.81
2641,1550,86,1,124.98,8.26
2642,1551,99,1,14.4,0.95
2643,1552,136,1,763.13,47.99
2644,1553,55,1,167.62,9.21
2645,1553,245,1,178.52,13.01
2646,1554,61,1,30.27,2.46
2647,1554,169,1,69.98,7.13
2648,1554,94,1,33.91,3.88
2649,1555,8,1,6.03,0.71
2650,1555,206,1,760.6,41.14
2651,1556,154,1,53.6,3.67
2652,1557,163,1,20.16,1.91
2653,1558,144,1,50.76,3.58
2654,1559,67,1,53.0,3.87
2655,1560,230,2,231.23,10.45
2656,1561,98,1,25.53,2.76
2657,1562,109,1,151.47,8.74
2658,1563,187,1,95.65,6.57
2659,1564,15,1,114.86,8.95
2660,1564,235,1,75.26,6.64
2661,1565,22,1,412.18,20.36
2662,1566,115,1,27.12,1.01
2663,1567,6,1,251.86,22.34
2664,1568,192,1,82.67,7.65
2665,1569,110,1,759.15,67.1
2666,1570,85,1,106.96,12.26
2667,1571,90,1,11.62,0.47
2668,1571,43,1,137.44,5.26
2669,1572,81,1,44.98,1.47
2670,1573,149,1,71.93,3.33
2671,1573,121,1,272.89,11.25
2672,1574,86,1,124.98,7.71
2673,1574,10,1,26.93,0.86
2674,1574,105,3,262.49,16.12
2675,1574,130,1,76.27,7.83
2676,1575,32,1,17.9,1.27
2677,1575,158,1,19.01,2.15
2678,1576,126,1,25.06,0.86
2679,1577,217,1,36.43,2.62
2680,1577,113,1,29.13,1.68
2681,1577,82,1,53.33,4.21
2682,1578,3,1,51.08,4.16
2683,1579,46,1,645.92,66.83
2684,1579,15,1,114.86,7.43
2685,1580,101,1,8.28,0.27
2686,1581,102,1,683.61,34.08
2687,1582,159,3,124.76,12.04
2688,1583,222,1,22.72,1.06
2689,1583,207,1,51.95,3.73
2690,1584,166,1,30.99,1.93
2691,1585,44,1,39.31,2.32
2692,1586,129,1,858.28,81.29
2693,1586,62,1,19.26,0.89
2694,1587,121,1,272.89,19.55
2695,1587,59,3,105.0,9.52
2696,1588,71,1,179.59,15.31
2697,1589,37,1,136.42,13.47
2698,1590,44,2,39.31,3.51
2699,1591,64,3,191.61,18.6
2700,1592,86,1,124.98,10.63
2701,1592,137,1,112.97,7.41
